"fecha","Temperatura","Radiacion Solar","Velocidad del viento","Humedad relativa","Direccion del viento"
"2024-07-01",17.292253919977473,413.1756786430964,6.534481391820929,69.1188237373555,2566.7559037391807
"2024-07-02",20.76886510904381,525.8107349566703,5.841551019959799,54.867695384819115,820.0046249638108
"2024-07-03",23.263610866289767,419.2302087425737,6.011848603909527,38.383073964172766,-844.8494319474947
"2024-07-04",25.16925821484615,419.29063849873285,8.4407403028741,29.511403838211162,108.94083097259045
"2024-07-05",19.5177161450945,416.82617265785916,10.79945820455007,57.433022673892246,177.2741435859104
"2024-07-06",17.334648904886382,271.1645027251688,12.324810182748982,69.83561847791664,216.46341787831986
"2024-07-07",16.580598509985652,406.6926457053939,7.029236836146895,67.63910118809017,227.93088533373995
"2024-07-08",16.869009449047113,452.4318238517398,6.173588681808272,65.9350000345482,191.2024250300386
"2024-07-09",17.39560915979688,435.7675409582839,1345.850228908794,65.57982921014388,211.69078570883917
"2024-07-10",18.804826507448283,420.09844862691983,5.072804892289283,66.74694595874396,208.1043475563216
"2024-07-11",19.917100040097058,416.6698838278076,8380.256075865562,64.76112400739548,202.8801623547203
"2024-07-12",19.12994592304754,433.036593039544,5.307666635778682,68.1067373124762,216.65941903319336
"2024-07-13",18.14365288295077,418.06639144289255,6.088003266406873,71.36964942445877,205.8295932160566
"2024-07-14",18.195201458981668,450.852084520681,5.489879733895706,66.12576249650422,204.43312315164127
"2024-07-15",18.341501775102003,433.9601382349655,5.644117876411181,69.75904717604362,213.55629817897886
"2024-07-16",19.55309937738579,431.24834359066085,5.440917190264712,61.74173836714206,206.77038663266796
"2024-07-17",20.94246288053042,410.9686851732172,4.960138583876494,60.477337786583384,153.74340327638237
"2024-07-18",21.744143238311533,225.19596922212244,7.78901749450915,60.02282350271864,100.71447046775963
"2024-07-19",22.83847013581336,461.0172787892746,4.661071934896628,50.84430692215691,207.8315227450015
"2024-07-20",20.148116176989515,408.6995683496563,5.170574906974088,58.943082887903635,220.5964707443539
"2024-07-21",18.450241946531595,363.71156664851134,5.323601795108944,67.45355347015224,234.99355566860595
"2024-07-22",20.221620925003798,423.68431596725964,8.61079985143047,57.955015401963266,140.7081069590078
"2024-07-23",21.397110745892796,266.5883627283726,12.109315968578034,47.89909040596418,88.35317809495855
"2024-07-24",21.433353872491264,244.12478419507525,6.213864229622237,33.53039455895825,121.38816982770156
"2024-07-25",18.216182803154446,358.63460240873025,5.073128845617537,57.14978572284392,200.46919161737685
"2024-07-26",17.661016499773652,454.6285597021467,5.1914790429582425,65.42199890948513,192.00800473946836
"2024-07-27",17.38962783056412,377.20289667308447,4.699246691611724,66.47027679452073,214.3001387765109
"2024-07-28",21.06501830035042,400.5675901838287,10.498081565666324,53.81037110115935,126.32604592272529
"2024-07-29",21.612155918634436,354.0412892960759,12.187000001626915,55.06613169619376,124.58300604962223
"2024-07-30",18.03672189597624,363.90123825828476,5.416426074095569,67.65092863322397,241.75007688349706
"2024-07-31",17.965589280446014,389.7522428685425,4.43372355051781,65.87269428622258,207.80618210662183